# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
121394  485576.00        37.9878       0.2256526846       0.2354800581
121395  485580.00       -41.8991       0.2273114582       0.2356921625
121396  485584.00        47.0820       0.2283476493       0.2363244782
121397  485588.00        45.2791       0.2282936712       0.2359977724
121398  485592.00        46.8031       0.2278141898       0.2350423516
121399  485596.00        45.9278       0.2275298756       0.2353262595
121400  485600.00        44.1373       0.2283347429       0.2364609557
121401  485604.00       -53.1418       0.2287725530       0.2370633714
121402  485608.00       -54.7300       0.2288200799       0.2381695679
121403  485612.00       -53.3495       0.2284890199       0.2386589286
121404  485616.00        54.3518       0.2270482037       0.2378923118
121405  485620.00       -45.7920       0.2261811372       0.2375112085
121406  485624.00       -45.2408       0.2255283872       0.2380569984
121407  485628.00        50.3903       0.2246889343       0.2384425523
121408  485632.00        51.2501       0.2250848583       0.2369593884
121409  485636.00        52.4578       0.2260748201       0.2349455829
121410  485640.00        47.9475       0.2269270663       0.2350234412
121411  485644.00        38.9111       0.2284221524       0.2363621015
121412  485648.00       -45.6816       0.2270679137       0.2374667085
121413  485652.00        39.3779       0.2243567479       0.2377858178
121414  485656.00        41.1806       0.2230236553       0.2364873458
121415  485660.00        43.8467       0.2232825465       0.2348866977
121416  485664.00        45.6940       0.2262517142       0.2367355974
121417  485668.00        49.3733       0.2285644723       0.2383414207
121418  485672.00       -54.7721       0.2286609377       0.2388781270
121419  485676.00        49.6532       0.2276790470       0.2384575068
121420  485680.00        54.6679       0.2254728853       0.2369431326
121421  485684.00        54.1853       0.2254659770       0.2365975007
121422  485688.00        51.6608       0.2269797938       0.2378400797
121423  485692.00       -51.1164       0.2274461624       0.2388573582
121424  485696.00       -44.2537       0.2271078915       0.2381134039
121425  485700.00       -41.2378       0.2265786103       0.2364646651
121426  485704.00        36.1252       0.2268565881       0.2365633345
121427  485708.00        28.6476       0.2275786290       0.2370539622
121428  485712.00       -26.3138       0.2272619046       0.2370261179
121429  485716.00        31.6960       0.2261512728       0.2376317985
121430  485720.00       -33.3708       0.2267442495       0.2378204263
121431  485724.00       -37.6478       0.2291577991       0.2381674654
121432  485728.00       -36.4604       0.2315026714       0.2397035278
121433  485732.00       -36.9607       0.2325652318       0.2407679536
121434  485736.00       -38.5540       0.2302107901       0.2405651220
121435  485740.00        35.2708       0.2264690057       0.2398390887
121436  485744.00        25.8828       0.2246479492       0.2393171654
121437  485748.00        32.0759       0.2256436657       0.2395360127
121438  485752.00        28.3866       0.2303735763       0.2400381948
121439  485756.00        35.6945       0.2326192429       0.2395867661
121440  485760.00        35.1519       0.2320715573       0.2382500408
121441  485764.00       -38.0208       0.2307028658       0.2369709060
121442  485768.00       -35.6442       0.2285475706       0.2366006507
121443  485772.00       -32.0812       0.2275024634       0.2376601257
121444  485776.00       -28.0561       0.2276918940       0.2383326255
121445  485780.00        31.6949       0.2281936194       0.2386623877
121446  485784.00       -28.4875       0.2293936566       0.2386515923
121447  485788.00       -32.3057       0.2299229527       0.2368356368
121448  485792.00        33.3690       0.2292100930       0.2363151228
121449  485796.00        29.6946       0.2279550811       0.2383672498
121450  485800.00        28.1579       0.2267576380       0.2397609706
121451  485804.00        34.2124       0.2261754986       0.2402319990
121452  485808.00        34.8028       0.2270614805       0.2398676166
121453  485812.00        40.6521       0.2287916059       0.2389307612
121454  485816.00       -42.9299       0.2303076936       0.2387352227
121455  485820.00        33.2363       0.2306523893       0.2394354098
121456  485824.00       -42.1807       0.2283518139       0.2397294002
121457  485828.00       -40.1883       0.2266500293       0.2391012809
121458  485832.00        38.5875       0.2266557338       0.2390634442
121459  485836.00        38.8996       0.2280442026       0.2394658439
121460  485840.00        34.4272       0.2304690056       0.2387444819
121461  485844.00       -40.8627       0.2308044806       0.2379248379
121462  485848.00       -47.1336       0.2291367890       0.2373740804
121463  485852.00       -43.0304       0.2276214883       0.2372557381
121464  485856.00        48.9251       0.2263856403       0.2379074963
121465  485860.00       -44.1942       0.2280097857       0.2390550756
121466  485864.00        45.1400       0.2293024649       0.2402394325
121467  485868.00        40.0504       0.2294179840       0.2414027278
121468  485872.00        41.3476       0.2294665238       0.2418409822
121469  485876.00       -47.4034       0.2297648825       0.2412325395
121470  485880.00        52.0165       0.2306667384       0.2395873528
121471  485884.00       -56.2412       0.2302297933       0.2381769944
121472  485888.00       -56.8753       0.2284498479       0.2379883595
121473  485892.00       -62.9538       0.2269459340       0.2388831699
121474  485896.00        64.7625       0.2268395230       0.2388099554
121475  485900.00       -67.8651       0.2281214451       0.2388094734
121476  485904.00       -67.0979       0.2305132580       0.2383501759
121477  485908.00       -67.0398       0.2317369450       0.2386522871
121478  485912.00       -69.2848       0.2302897778       0.2393911476
121479  485916.00       -59.4608       0.2274191043       0.2384051684
121480  485920.00       -52.5305       0.2256628037       0.2366284095
121481  485924.00        51.0581       0.2262618485       0.2351076277
121482  485928.00        55.4217       0.2282963391       0.2348701741
121483  485932.00        60.5067       0.2292944657       0.2367334226
121484  485936.00       -63.5476       0.2286899083       0.2388059552
121485  485940.00       -59.2054       0.2273063866       0.2391221004
121486  485944.00        60.2799       0.2272790600       0.2380037848
121487  485948.00        57.0965       0.2286442146       0.2363804839
121488  485952.00       -59.3459       0.2295112515       0.2366748812
121489  485956.00       -61.6532       0.2287886182       0.2384061171
121490  485960.00       -56.8712       0.2279134106       0.2387941021
121491  485964.00       -64.9489       0.2278951745       0.2380436759
121492  485968.00        69.6013       0.2285313991       0.2368888257
121493  485972.00        72.6349       0.2283998576       0.2357932339
121494  485976.00       -80.4559       0.2273321630       0.2360416257
121495  485980.00       -77.1214       0.2267153667       0.2367052714
121496  485984.00       -72.5360       0.2267292375       0.2363016489
121497  485988.00       -80.4818       0.2277087365       0.2362950523
121498  485992.00       -80.2474       0.2285735900       0.2363241835
121499  485996.00       -78.2580       0.2282716543       0.2369756896
121500  486000.00        75.7543       0.2273981679       0.2381076303
121501  486004.00       -65.7013       0.2278112196       0.2382179722
121502  486008.00       -67.4002       0.2286768624       0.2389134792
121503  486012.00        72.6727       0.2294991902       0.2393808229
121504  486016.00       -69.2311       0.2297146385       0.2386826470
121505  486020.00       -73.5330       0.2296110609       0.2386597617
121506  486024.00        74.1229       0.2296425870       0.2380054245
121507  486028.00       -73.6364       0.2297988514       0.2369734278
121508  486032.00        79.1218       0.2294536650       0.2374247771
121509  486036.00        71.4405       0.2295892479       0.2384369831
121510  486040.00       -71.6029       0.2292402445       0.2403373032
121511  486044.00        80.5116       0.2285846079       0.2413586970
121512  486048.00        82.1876       0.2293637057       0.2408384639
121513  486052.00        87.4014       0.2297167981       0.2397053319
121514  486056.00        85.8178       0.2298953473       0.2386938305
121515  486060.00       -73.4298       0.2296847394       0.2377023557
121516  486064.00        71.2500       0.2286026822       0.2378480179
121517  486068.00        65.0314       0.2287265051       0.2378918407
121518  486072.00        56.7536       0.2295572116       0.2388770334
121519  486076.00        54.3773       0.2304028347       0.2403662243
121520  486080.00       -46.8307       0.2312245217       0.2409012572
